n_features,cluster,method,split,percent_rmse,rmse,mae,r2
120,1,MLP,test,130.51503440180312,161.88798210491106,124.68803405761719,-1.4070992469787598
120,1,MLP,train,110.2317359420619,178.86461578873,162.3107452392578,-4.563294410705566
130,0,NNLS,test,14.778142316713463,30.314349936689784,24.23461224961449,0.5838670167717672
130,0,NNLS,train,21.863000741646477,43.67603110241693,34.238641652499325,0.18054118464948166
130,0,LINEAR,test,12.00593205979846,24.62772505345538,19.026268005371094,0.7253470420837402
130,0,LINEAR,train,4.569889780480796,9.129334556838389,7.1854352951049805,0.964197039604187
130,0,XGB,test,19.964306933523286,40.95271067608041,32.622684478759766,0.24054694175720215
130,0,XGB,train,0.011085242904220326,0.02214514922191381,0.01644287072122097,0.9999997615814209
130,0,MLP,test,45.83586099032058,94.02293603158752,82.13291931152344,-3.0031628608703613
130,0,MLP,train,28.19058853009032,56.316744255982606,37.866756439208984,-0.3624352216720581
130,1,NNLS,test,20.67577892755257,25.64578206924554,15.79187389685211,0.9395916940326415
130,1,NNLS,train,23.966987402380006,38.88939928872397,29.422244334561455,0.7370060952755964
130,1,LINEAR,test,24.236748435367907,30.062730435382424,22.942466735839844,0.916991651058197
130,1,LINEAR,train,20.683377331146318,33.561336106448444,26.572181701660156,0.8041328191757202
130,1,XGB,test,25.824110661994453,32.031659677258176,18.166913986206055,0.9057624936103821
130,1,XGB,train,2.0755608471495415,3.3678540059158704,2.8073065280914307,0.9980276226997375
130,1,MLP,test,35.90759921299252,44.53899740720555,30.3877010345459,0.8178011178970337
130,1,MLP,train,32.94256907931704,53.45338990726523,40.62995529174805,0.5031404495239258
140,0,NNLS,test,17.4018238937447,35.696298475554514,32.481487222077796,0.42299179439860457
140,0,NNLS,train,21.010133367047345,41.97224567884185,31.28926376728298,0.24322772851200458
140,0,LINEAR,test,13.070326009689563,26.811112516912296,21.188631057739258,0.6744892597198486
140,0,LINEAR,train,4.306976804765374,8.604109522989217,6.869297027587891,0.9681981205940247
140,0,XGB,test,18.89168005181695,38.7524350293388,33.035858154296875,0.3199613094329834
140,0,XGB,train,0.016236757841191468,0.03243640472112451,0.022751236334443092,0.9999995231628418
140,0,MLP,test,35.77015659863135,73.37519298313634,62.397926330566406,-1.438002586364746
140,0,MLP,train,19.678071400503104,39.31116632525118,24.465656280517578,0.33614593744277954
140,1,NNLS,test,20.967674855870406,26.007843367674482,16.65661595383027,0.9378739926089796
140,1,NNLS,train,24.541927462507903,39.82231059668321,30.39258683335642,0.7242369179608364
140,1,LINEAR,test,24.9021357287164,30.888062219817424,23.967132568359375,0.9123713374137878
140,1,LINEAR,train,20.40854793449157,33.115391442509406,26.235706329345703,0.8093034029006958
140,1,XGB,test,25.582529179691598,31.732007312584837,20.22762680053711,0.9075174331665039
140,1,XGB,train,1.873705185807454,3.040318246797378,1.908400058746338,0.9983925819396973
140,1,MLP,test,41.39235381690819,51.34216655348944,34.402435302734375,0.7578897476196289
140,1,MLP,train,33.429836358067334,54.24404129141744,40.74915313720703,0.48833316564559937
150,0,NNLS,test,17.986249121801404,36.89512783417451,35.50722613419395,0.38358434556338683
150,0,NNLS,train,21.043189585870127,42.03828256273044,33.22973421360731,0.2408445252444349
150,0,LINEAR,test,12.438184354168143,25.514402623046802,21.100910186767578,0.705214262008667
150,0,LINEAR,train,4.095357724173925,8.18135504134248,6.509049892425537,0.9712464809417725
150,0,XGB,test,19.560188274371097,40.12374353075589,34.80780029296875,0.2709815502166748
150,0,XGB,train,0.014317312959425715,0.028601902067713236,0.01974925957620144,0.9999996423721313
150,0,MLP,test,81.19642757198622,166.55793849288602,145.4263458251953,-11.562217712402344
150,0,MLP,train,86.24110776643347,172.2851016484014,151.9503936767578,-11.750764846801758
150,1,NNLS,test,20.776007068338277,25.77010285371526,16.648458050824452,0.9390046024971966
150,1,NNLS,train,23.49450272668799,38.12273450510727,29.068127006573985,0.7472731974704537
150,1,LINEAR,test,24.63927754713634,30.56201870467145,23.95716094970703,0.9142115116119385
150,1,LINEAR,train,20.228964658998702,32.82399538221334,26.01239585876465,0.8126446604728699
150,1,XGB,test,23.62450070109071,29.3033117928887,17.481096267700195,0.9211324453353882
150,1,XGB,train,1.8070003330538924,2.9320813787389755,1.9045963287353516,0.9985049962997437
150,1,MLP,test,44.63371184886464,55.362675864757925,36.62377166748047,0.7184866666793823
150,1,MLP,train,35.62603918704699,57.807651823742155,43.48060989379883,0.41889601945877075
160,0,NNLS,test,16.876663694642264,34.61903925668719,32.38687378999917,0.4572927253330141
160,0,NNLS,train,21.130999809932298,42.21370231057612,31.947280775566128,0.23449561157272591
160,0,LINEAR,test,12.30277073546348,25.236629156285414,23.122520446777344,0.7115979790687561
160,0,LINEAR,train,2.1592980802673423,4.313660838582731,3.427159070968628,0.9920065999031067
160,0,XGB,test,19.74778748552824,40.50856511475382,33.26587677001953,0.2569306492805481
160,0,XGB,train,0.0282145569785384,0.05636462637025711,0.04352550581097603,0.9999986290931702
